,Name,contract_expiration_date,market_value_in_eur,current_club_domestic_competition_id,date_of_birth
345,Kevin Strootman,2024-06-30 00:00:00,1000000.0,IT1,1990-02-13
346,Daniel Stenderup,2024-06-30 00:00:00,150000.0,DK1,1989-05-31
347,Kevin Mensah,2024-12-31 00:00:00,300000.0,DK1,1991-05-15
348,Andriy Yarmolenko,2025-06-30 00:00:00,2000000.0,UKR1,1989-10-23
349,Patrick Mortensen,2025-06-30 00:00:00,450000.0,DK1,1989-07-13
350,Christian Eriksen,2025-06-30 00:00:00,13000000.0,GB1,1992-02-14
351,Mathias Gehrt,2025-06-30 00:00:00,150000.0,DK1,1992-06-07
352,Nicolai Boilesen,2025-06-30 00:00:00,350000.0,DK1,1992-02-16
353,Artur Nigmatullin,2027-06-30 00:00:00,800000.0,RU1,1991-05-17
354,Anton Zabolotnyi,2024-06-30 00:00:00,1000000.0,RU1,1991-06-13
355,Ignasi Miquel,2025-06-30 00:00:00,1400000.0,ES1,1992-09-28
356,David Simão,2025-06-30 00:00:00,250000.0,PO1,1990-05-15
357,Darko Lazović,2024-06-30 00:00:00,2000000.0,IT1,1990-09-15
358,Raffaele Di Gennaro,2024-06-30 00:00:00,350000.0,IT1,1993-10-03
359,Denys Garmash,2025-06-30 00:00:00,600000.0,UKR1,1990-04-19
360,Bogdan Kogut,2024-12-31 00:00:00,100000.0,UKR1,1987-10-10
361,Adrián,2024-06-30 00:00:00,600000.0,GB1,1987-01-03
362,Jonjo Shelvey,2024-06-30 00:00:00,3300000.0,TR1,1992-02-27
363,Iago Aspas,2025-06-30 00:00:00,4000000.0,ES1,1987-08-01
364,Johan Gastien,2025-06-30 00:00:00,600000.0,FR1,1988-01-25
365,Frederik Gytkjaer,2025-06-30 00:00:00,400000.0,DK1,1993-03-16
366,Geoffrey Lembet,2024-06-30 00:00:00,150000.0,FR1,1988-09-23
367,Rafael Tolói,2025-06-30 00:00:00,4000000.0,IT1,1990-10-10
368,Bernd Leno,2027-06-30 00:00:00,13000000.0,GB1,1992-03-04
369,Luuk de Jong,2025-06-30 00:00:00,3500000.0,NL1,1990-08-27
370,Guillaume François,2024-06-30 00:00:00,200000.0,BE1,1990-06-03
371,Nélson Oliveira,2025-06-30 00:00:00,800000.0,PO1,1991-08-08
372,Pedro Mendes,2024-06-30 00:00:00,1000000.0,PO1,1990-10-01
373,Ørjan Nyland,2025-06-30 00:00:00,1000000.0,ES1,1990-09-10
374,Oliver Norwood,2024-06-30 00:00:00,1500000.0,GB1,1991-04-12
375,Jason Steele,2026-06-30 00:00:00,3500000.0,GB1,1990-08-18
376,Nikolaos Kaltsas,2025-06-30 00:00:00,350000.0,GR1,1990-05-03
377,Steven Nzonzi,2024-06-30 00:00:00,1400000.0,TR1,1988-12-15
378,Souza,2025-06-30 00:00:00,500000.0,TR1,1989-02-11
379,Duván Zapata,2024-06-30 00:00:00,8000000.0,IT1,1991-04-01
380,Davide Faraoni,2024-06-30 00:00:00,2000000.0,IT1,1991-10-25
381,Koke,2024-06-30 00:00:00,14000000.0,ES1,1992-01-08
382,Pablo Sarabia,2025-06-30 00:00:00,12000000.0,GB1,1992-05-11
383,Nemanja Gudelj,2026-06-30 00:00:00,4000000.0,ES1,1991-11-16
384,Nemanja Matic,2026-06-30 00:00:00,3500000.0,FR1,1988-08-01
385,Ben Mee,2024-06-30 00:00:00,1000000.0,GB1,1989-09-21
386,Mario Götze,2026-06-30 00:00:00,7000000.0,L1,1992-06-03
387,Marc-André ter Stegen,2028-06-30 00:00:00,35000000.0,ES1,1992-04-30
388,Francis Coquelin,2024-06-30 00:00:00,2000000.0,ES1,1991-05-13
389,Martin Dúbravka,2025-06-30 00:00:00,1000000.0,GB1,1989-01-15
390,Carlo Pinsoglio,2025-06-30 00:00:00,200000.0,IT1,1990-03-16
391,Robin Olsen,,1500000.0,GB1,1990-01-08
392,Niclas Füllkrug,2026-06-30 00:00:00,13000000.0,L1,1993-02-09
393,Miiko Albornoz,2025-06-30 00:00:00,250000.0,DK1,1990-11-30
394,Christopher Trimmel,2024-06-30 00:00:00,800000.0,L1,1987-02-24
395,Taison,2025-06-30 00:00:00,600000.0,GR1,1988-01-13
396,Alexander Meyer,2025-06-30 00:00:00,800000.0,L1,1991-04-13
397,Tjaronn Chery,2024-06-30 00:00:00,400000.0,NL1,1988-06-04
398,Kiko Femenía,2025-06-30 00:00:00,1500000.0,ES1,1991-02-02
399,Rajiv van La Parra,2024-06-30 00:00:00,300000.0,NL1,1991-06-04
400,Raúl Albentosa,2024-06-30 00:00:00,200000.0,DK1,1988-09-07
401,Ehsan Hajsafi,2024-06-30 00:00:00,800000.0,GR1,1990-02-25
402,Samuel Sahin-Radlinger,2024-06-30 00:00:00,400000.0,NL1,1992-11-07
403,Necip Uysal,2025-06-30 00:00:00,650000.0,TR1,1991-01-24
404,Curtis Main,2025-05-31 00:00:00,400000.0,SC1,1992-06-20
405,Thomas Kaminski,,2800000.0,GB1,1992-10-23
406,Christoph Zimmermann,2025-06-30 00:00:00,1300000.0,L1,1993-01-12
407,Etrit Berisha,2024-06-30 00:00:00,500000.0,IT1,1989-03-10
408,Oğuzhan Özyakup,2024-06-30 00:00:00,650000.0,NL1,1992-09-23
409,Anthony Moris,2026-06-30 00:00:00,1500000.0,BE1,1990-04-29
410,David Jensen,2026-06-30 00:00:00,300000.0,DK1,1992-03-25
411,Gary Mackay-Steven,2024-05-31 00:00:00,300000.0,SC1,1990-08-31
412,Davy Pröpper,2024-06-30 00:00:00,400000.0,NL1,1991-09-02
413,Fodé Koita,2024-06-30 00:00:00,100000.0,TR1,1990-10-21
414,Eloy Room,2025-06-30 00:00:00,500000.0,NL1,1989-02-06
415,Genki Haraguchi,2024-06-30 00:00:00,700000.0,L1,1991-05-09
416,Keylor Navas,2024-06-30 00:00:00,2000000.0,FR1,1986-12-15
417,Stefan Schwab,2024-06-30 00:00:00,1000000.0,GR1,1990-09-27
418,Ali Crawford,2024-05-31 00:00:00,350000.0,SC1,1991-07-30
419,Shinji Okazaki,2024-06-30 00:00:00,150000.0,BE1,1986-04-16
420,Alex Sandro,2024-06-30 00:00:00,2000000.0,IT1,1991-01-26
421,Serdar Dursun,2024-06-30 00:00:00,1000000.0,TR1,1991-10-19
422,Aïssa Mandi,2025-06-30 00:00:00,2000000.0,ES1,1991-10-22
423,Mykyta Shevchenko,2026-06-30 00:00:00,500000.0,UKR1,1993-01-26
424,Graham Carey,2024-05-31 00:00:00,350000.0,SC1,1989-05-20
425,Joren Dom,2024-06-30 00:00:00,300000.0,BE1,1989-11-29
426,Lukasz Skorupski,2025-06-30 00:00:00,3500000.0,IT1,1991-05-05
427,Janis Blaswich,2026-06-30 00:00:00,4000000.0,L1,1991-05-02
428,Christian Kabasele,2025-06-30 00:00:00,1500000.0,IT1,1991-02-24
429,Sergiy Rybalka,2024-06-30 00:00:00,200000.0,UKR1,1990-04-01
430,Fernando Martínez,2025-06-30 00:00:00,1000000.0,ES1,1990-06-10
431,Joselu,2024-06-30 00:00:00,5000000.0,ES1,1990-03-27
432,Kevin Volland,2026-06-30 00:00:00,5000000.0,L1,1992-07-30
433,Nicola Sansone,2025-06-30 00:00:00,1200000.0,IT1,1991-09-10
434,Diego Demme,2024-06-30 00:00:00,1000000.0,IT1,1991-11-21
435,Christoph Kramer,2025-06-30 00:00:00,2000000.0,L1,1991-02-19
436,Joel Matip,2024-06-30 00:00:00,8000000.0,GB1,1991-08-08
437,Gökhan Töre,2024-06-30 00:00:00,100000.0,TR1,1992-01-20
438,Ivo Pinto,2025-06-30 00:00:00,500000.0,NL1,1990-01-07
439,Stefan Bell,2024-06-30 00:00:00,1000000.0,L1,1991-08-24
440,Olivier Giroud,2024-06-30 00:00:00,4000000.0,IT1,1986-09-30
441,Aridane Hernández,2025-06-30 00:00:00,900000.0,ES1,1989-03-23
442,Lukas Rupp,2024-06-30 00:00:00,600000.0,GR1,1991-01-08
443,Pascal Groß,2025-06-30 00:00:00,8000000.0,GB1,1991-06-15
444,Muhammet Demir,2024-06-30 00:00:00,500000.0,TR1,1992-01-10
445,Benjamin André,2026-06-30 00:00:00,8000000.0,FR1,1990-08-03
446,Kevin Vogt,,2500000.0,L1,1991-09-23
447,Aleksandr Erokhin,2024-06-30 00:00:00,500000.0,RU1,1989-10-13
448,Francesco Caputo,2025-06-30 00:00:00,1300000.0,IT1,1987-08-06
449,James Forrest,2025-05-31 00:00:00,1500000.0,SC1,1991-07-07
450,Hakan Arslan,2024-06-30 00:00:00,225000.0,TR1,1988-07-18
451,Nathaniel Clyne,2024-06-30 00:00:00,1500000.0,GB1,1991-04-05
452,Isco,2027-06-30 00:00:00,8000000.0,ES1,1992-04-21
453,Soner Aydoğdu,2025-06-30 00:00:00,400000.0,TR1,1991-01-05
454,Iván Balliu,2025-06-30 00:00:00,3500000.0,ES1,1992-01-01
455,Yunus Mallı,2024-06-30 00:00:00,150000.0,TR1,1992-02-24
456,Sergi Roberto,2024-06-30 00:00:00,3000000.0,ES1,1992-02-07
457,Rubén Sobrino,2026-06-30 00:00:00,1800000.0,ES1,1992-06-01
458,Nicolas Viola,2024-06-30 00:00:00,800000.0,IT1,1989-10-12
459,Marco Silvestri,2025-06-30 00:00:00,3500000.0,IT1,1991-03-02
460,Niklas Lomb,2024-06-30 00:00:00,250000.0,L1,1993-07-28
461,Scott Bain,2024-05-31 00:00:00,300000.0,SC1,1991-11-22
462,Stefan Lainer,2024-06-30 00:00:00,3000000.0,L1,1992-08-27
463,Loris Karius,2024-06-30 00:00:00,1000000.0,GB1,1993-06-22
464,Gerrit Nauber,2024-06-30 00:00:00,450000.0,NL1,1992-04-13
465,Danny da Costa,2025-06-30 00:00:00,1500000.0,L1,1993-07-13
466,Stefan Ortega,2025-06-30 00:00:00,9000000.0,GB1,1992-11-06
467,Oleksandr Bandura,2025-06-30 00:00:00,200000.0,UKR1,1986-05-30
468,Roman Akbashev,2025-06-30 00:00:00,500000.0,RU1,1991-11-01
469,Antonio Rüdiger,2026-06-30 00:00:00,25000000.0,ES1,1993-03-03
470,Yevgeniy Tkachuk,2024-06-30 00:00:00,200000.0,UKR1,1991-06-27
471,Ricardo Rodríguez,2024-06-30 00:00:00,3500000.0,IT1,1992-08-25
472,Simon Makienok,2024-06-30 00:00:00,150000.0,DK1,1990-11-21
473,Dimitrios Anakoglou,2024-06-30 00:00:00,100000.0,GR1,1991-09-06
474,Cristian Montano,2024-05-31 00:00:00,325000.0,SC1,1991-12-11
475,Mário Rui,2026-06-30 00:00:00,5000000.0,IT1,1991-05-27
476,Dedryck Boyata,2025-06-30 00:00:00,800000.0,BE1,1990-11-28
477,Alexandros Paschalakis,2024-06-30 00:00:00,800000.0,GR1,1989-07-28
478,Veysel Sarı,2025-06-30 00:00:00,325000.0,TR1,1988-07-25
479,Luca Caldirola,2024-06-30 00:00:00,1500000.0,IT1,1991-02-01
480,Mattia De Sciglio,2025-06-30 00:00:00,2000000.0,IT1,1992-10-20
481,Mattia Destro,2024-06-30 00:00:00,800000.0,IT1,1991-03-20
482,Giulio Donati,2024-06-30 00:00:00,400000.0,IT1,1990-02-05
483,Simone Romagnoli,2025-06-30 00:00:00,800000.0,IT1,1990-02-09
484,Jeffrey Bruma,2024-06-30 00:00:00,400000.0,NL1,1991-11-13
485,Kevin De Bruyne,2025-06-30 00:00:00,60000000.0,GB1,1991-06-28
486,Artem Kychak,2024-06-30 00:00:00,100000.0,UKR1,1989-05-16
487,Riccardo Saponara,2025-06-30 00:00:00,1500000.0,TR1,1991-12-21
488,Rasmus Falk,2025-06-30 00:00:00,1000000.0,DK1,1992-01-15
489,Yaroslav Rakitskyi,2024-06-30 00:00:00,1500000.0,UKR1,1989-08-03
490,Jóhann Berg Gudmundsson,2024-06-30 00:00:00,1000000.0,GB1,1990-10-27
491,Edisson Jordanov,2025-06-30 00:00:00,400000.0,BE1,1993-06-08
492,Álex Fernández,2025-06-30 00:00:00,2500000.0,ES1,1992-10-15
493,Alfred Finnbogason,2025-06-30 00:00:00,300000.0,BE1,1989-02-01
494,Soufiane Bidaoui,2024-06-30 00:00:00,200000.0,IT1,1990-04-20
495,Daniel Batz,2025-06-30 00:00:00,350000.0,L1,1991-01-12
496,Danny Post,2024-06-30 00:00:00,150000.0,NL1,1989-04-07
497,Laurent Depoitre,2024-06-30 00:00:00,250000.0,BE1,1988-12-07
498,Eliaquim Mangala,2024-06-30 00:00:00,500000.0,PO1,1991-02-13
499,Denis Kolinger,2025-06-30 00:00:00,600000.0,DK1,1994-01-14
500,Joshua King,2024-06-30 00:00:00,3500000.0,TR1,1992-01-15
501,Marley Watkins,2024-05-31 00:00:00,250000.0,SC1,1990-10-17
502,James Shea,,200000.0,GB1,1991-06-16
503,Kian Hansen,2025-06-30 00:00:00,350000.0,DK1,1989-03-03
504,Florent Ogier,2024-06-30 00:00:00,400000.0,FR1,1989-03-21
505,Oleksandr Sklyar,2026-06-30 00:00:00,400000.0,UKR1,1991-02-26
506,Heung-min Son,2025-06-30 00:00:00,50000000.0,GB1,1992-07-08
507,Thomas Delaney,2024-06-30 00:00:00,2500000.0,BE1,1991-09-03
508,Bashkim Kadrii,2024-06-30 00:00:00,500000.0,DK1,1991-07-09
509,Denys Boyko,2024-06-30 00:00:00,500000.0,UKR1,1988-01-29
510,Ertuğrul Taşkıran,2025-06-30 00:00:00,75000.0,TR1,1989-11-05
511,Juan Cuadrado,2024-06-30 00:00:00,2000000.0,IT1,1988-05-26
512,Mats Rits,2026-06-30 00:00:00,4000000.0,BE1,1993-07-18
513,Nicolai Larsen,2026-06-30 00:00:00,450000.0,DK1,1991-03-09
514,Matt Ritchie,2024-06-30 00:00:00,1000000.0,GB1,1989-09-10
515,Andriy Bogdanov,2024-06-30 00:00:00,250000.0,UKR1,1990-01-21
516,Aaron Cresswell,2024-06-30 00:00:00,900000.0,GB1,1989-12-15
517,Joel Ward,2024-06-30 00:00:00,1000000.0,GB1,1989-10-29
518,Kelvin Leerdam,2025-06-30 00:00:00,250000.0,NL1,1990-06-24
519,Jon McLaughlin,2024-05-31 00:00:00,200000.0,SC1,1987-09-09
520,Nick Viergever,2024-06-30 00:00:00,500000.0,NL1,1989-08-03
521,Aleksandr Zotov,2024-06-30 00:00:00,300000.0,RU1,1990-08-27
522,Henrik Dalsgaard,2024-06-30 00:00:00,500000.0,DK1,1989-07-27
523,Lukas Kübler,,2500000.0,L1,1992-08-30
524,Mario Engels,2025-06-30 00:00:00,450000.0,NL1,1993-10-22
525,Marcel Schuhen,2025-06-30 00:00:00,1500000.0,L1,1993-01-13
526,Josuha Guilavogui,2024-06-30 00:00:00,1000000.0,L1,1990-09-19
527,Christian Günter,,6000000.0,L1,1993-02-28
528,Alexandre Lacazette,2025-06-30 00:00:00,10000000.0,FR1,1991-05-28
529,Alexandre Letellier,2024-06-30 00:00:00,300000.0,FR1,1990-12-11
530,Willi Orbán,2027-06-30 00:00:00,10000000.0,L1,1992-11-03
531,Alexander Schwolow,,900000.0,L1,1992-06-02
532,Tom Trybull,2024-06-30 00:00:00,400000.0,DK1,1993-03-09
533,Leonardo Bittencourt,,2500000.0,L1,1993-12-19
534,Kike García,2025-06-30 00:00:00,1500000.0,ES1,1989-11-25
535,Sead Kolasinac,2025-06-30 00:00:00,8000000.0,IT1,1993-06-20
536,Denis Thomalla,2025-06-30 00:00:00,750000.0,L1,1992-08-16
537,Kevin Möhwald,2026-06-30 00:00:00,600000.0,BE1,1993-07-03
538,Fabian Schnellhardt,2024-06-30 00:00:00,1000000.0,L1,1994-01-12
539,Tolga Ciğerci,2025-06-30 00:00:00,700000.0,TR1,1992-03-23
540,Robin Knoche,2024-06-30 00:00:00,5000000.0,L1,1992-05-22
541,Erik Marxen,2025-12-31 00:00:00,250000.0,DK1,1990-12-02
542,Filip Djuricic,2025-06-30 00:00:00,1800000.0,GR1,1992-01-30
543,Marko Dmitrović,2025-06-30 00:00:00,2000000.0,ES1,1992-01-24
544,Stephan El Shaarawy,2025-06-30 00:00:00,5000000.0,IT1,1992-10-27
545,Bogdan Butko,2024-06-30 00:00:00,300000.0,UKR1,1991-01-13
546,Maksym Imerekov,2025-12-31 00:00:00,400000.0,UKR1,1991-01-23
547,Ruslan Babenko,2024-06-30 00:00:00,600000.0,UKR1,1992-07-08
548,Welinton,2025-06-30 00:00:00,200000.0,TR1,1989-04-10
549,Kyle Walker,2026-06-30 00:00:00,13000000.0,GB1,1990-05-28
550,Osama Rashid,2024-06-30 00:00:00,200000.0,PO1,1992-01-13
551,Tom van Weert,2024-06-30 00:00:00,500000.0,GR1,1990-06-07
552,Volodymyr Tanchyk,2024-06-30 00:00:00,300000.0,UKR1,1991-10-17
553,Kieran Trippier,2025-06-30 00:00:00,11000000.0,GB1,1990-09-19
554,Graeme Shinnie,2026-05-31 00:00:00,400000.0,SC1,1991-08-04
555,Pedro Conde,2024-06-30 00:00:00,150000.0,GR1,1988-07-26
556,Pietro Terracciano,2025-06-30 00:00:00,2500000.0,IT1,1990-03-08
557,Romelu Lukaku,2024-06-30 00:00:00,35000000.0,IT1,1993-05-13
558,Oleksandr Nasonov,2024-06-30 00:00:00,150000.0,UKR1,1992-04-28
559,Youssef El Arabi,2024-06-30 00:00:00,500000.0,GR1,1987-02-03
560,Óscar de Marcos,2024-06-30 00:00:00,1800000.0,ES1,1989-04-14
561,Sebastian Mladen,2024-06-30 00:00:00,500000.0,GR1,1991-12-11
562,Victor Pálsson,2026-06-30 00:00:00,400000.0,BE1,1991-04-30
563,Jeppe Grönning,2026-06-30 00:00:00,400000.0,DK1,1991-05-24
564,Artur Yusupov,2024-06-30 00:00:00,800000.0,RU1,1989-09-01
565,Zander Clark,2025-05-31 00:00:00,700000.0,SC1,1992-06-26
566,Zeki Yavru,2024-06-30 00:00:00,300000.0,TR1,1991-09-05
567,Serdar Gürler,2025-06-30 00:00:00,1500000.0,TR1,1991-09-14
568,Stanislav Kritsyuk,2025-06-30 00:00:00,600000.0,PO1,1990-12-01
569,Sokol Cikalleshi,2024-06-30 00:00:00,550000.0,TR1,1990-07-27
570,Daniel Höegh,2025-06-30 00:00:00,350000.0,DK1,1991-01-06
571,Andrea Bertolacci,2024-06-30 00:00:00,600000.0,TR1,1991-01-11
572,Luigi Sepe,2024-06-30 00:00:00,900000.0,IT1,1991-05-08
573,Ander Herrera,2024-06-30 00:00:00,2500000.0,ES1,1989-08-14
574,Rubén Pardo,2025-06-30 00:00:00,1200000.0,GR1,1992-10-22
575,Portu,2027-06-30 00:00:00,3500000.0,ES1,1992-05-21
576,Pylyp Budkivskyi,2025-06-30 00:00:00,600000.0,UKR1,1992-03-10
577,Marc Bartra,2024-06-30 00:00:00,2000000.0,ES1,1991-01-15
578,William Carvalho,2026-06-30 00:00:00,6000000.0,ES1,1992-04-07
579,Thomas Meunier,2025-06-30 00:00:00,2500000.0,TR1,1991-09-12
580,Pedro Obiang,2025-06-30 00:00:00,500000.0,IT1,1992-03-27
581,Jonathan Heris,2024-06-30 00:00:00,250000.0,BE1,1990-09-03
582,Jorginho,2024-06-30 00:00:00,15000000.0,GB1,1991-12-20
583,Kasper Kusk,2024-06-30 00:00:00,400000.0,DK1,1991-11-10
584,Thorgan Hazard,2026-06-30 00:00:00,6000000.0,BE1,1993-03-29
585,Sebastián Coates,2024-06-30 00:00:00,4000000.0,PO1,1990-10-07
586,Yuriy Pankiv,2024-06-30 00:00:00,100000.0,UKR1,1984-11-03
587,Sergey Petrov,2024-06-30 00:00:00,600000.0,RU1,1991-01-02
588,Mário Fernandes,2024-06-30 00:00:00,2000000.0,RU1,1990-09-19
589,Chris Smalling,2025-06-30 00:00:00,3500000.0,IT1,1989-11-22
590,Björn Paulsen,2025-06-30 00:00:00,300000.0,DK1,1991-07-02
591,Ögmundur Kristinsson,2024-06-30 00:00:00,200000.0,GR1,1989-06-19
592,Wahbi Khazri,2025-06-30 00:00:00,2500000.0,FR1,1991-02-08
593,Jannich Storch,2024-06-30 00:00:00,100000.0,DK1,1993-05-12
594,Michail Antonio,2024-06-30 00:00:00,6000000.0,GB1,1990-03-28
595,Jordy Clasie,2025-06-30 00:00:00,3000000.0,NL1,1991-06-27
596,Théo Defourny,2025-06-30 00:00:00,650000.0,BE1,1992-04-25
597,Bram Nuytinck,2026-06-30 00:00:00,700000.0,NL1,1990-05-04
598,Ilya Kukharchuk,2024-06-30 00:00:00,350000.0,RU1,1990-08-02
599,Konstantinos Manolas,2024-06-30 00:00:00,2500000.0,IT1,1991-06-14
600,Christian Sörensen,2025-12-31 00:00:00,500000.0,DK1,1992-08-06
601,Alisson,2027-06-30 00:00:00,32000000.0,GB1,1992-10-02
602,Andrey Semenov,2024-06-30 00:00:00,500000.0,RU1,1989-03-24
603,Vladimir Obukhov,2024-06-30 00:00:00,350000.0,RU1,1992-02-08
604,Ciro Immobile,2026-06-30 00:00:00,10000000.0,IT1,1990-02-20
605,Jason Holt,2025-05-31 00:00:00,400000.0,SC1,1993-02-19
606,Azer Busuladzic,2024-06-30 00:00:00,200000.0,DK1,1991-11-12
607,Florian Kainz,2025-06-30 00:00:00,5000000.0,L1,1992-10-24
608,Jeffrey Gouweleeuw,2025-06-30 00:00:00,3000000.0,L1,1991-07-10
609,Kevin Stöger,2024-06-30 00:00:00,3000000.0,L1,1993-08-27
610,Marcel Sabitzer,2027-06-30 00:00:00,20000000.0,L1,1994-03-17
611,Stefan Savic,2024-06-30 00:00:00,5000000.0,ES1,1991-01-08
612,Leart Paçarada,2026-06-30 00:00:00,2000000.0,L1,1994-10-08
613,Marcel Römer,2025-06-30 00:00:00,250000.0,DK1,1991-08-08
614,Facundo Bertoglio,,300000.0,GR1,1990-06-30
615,Frederik Rönnow,,5500000.0,L1,1992-08-04
616,Jordan Ayew,2025-06-30 00:00:00,4000000.0,GB1,1991-09-11
617,Thibaut Courtois,2026-06-30 00:00:00,35000000.0,ES1,1992-05-11
618,Vladyslav Kalitvintsev,2024-05-31 00:00:00,700000.0,UKR1,1993-01-04
619,Chris Wood,2024-06-30 00:00:00,7000000.0,GB1,1991-12-07
620,Koen Casteels,2024-06-30 00:00:00,8000000.0,L1,1992-06-25
621,Edin Visca,2025-06-30 00:00:00,2700000.0,TR1,1990-02-17
622,Dominique Heintz,2024-06-30 00:00:00,1200000.0,L1,1993-08-15
623,Geoffry Hairemans,2025-06-30 00:00:00,700000.0,BE1,1991-10-21
624,Sergio Araujo,2024-06-30 00:00:00,2500000.0,GR1,1992-01-28
625,Laurens De Bock,2024-06-30 00:00:00,600000.0,GR1,1992-11-07
626,Kamil Ahmet Çörekçi,2024-06-30 00:00:00,350000.0,TR1,1992-02-01
627,Sergiy Loginov,2025-06-30 00:00:00,200000.0,UKR1,1990-08-24
628,Ömer Ali Şahiner,2024-06-30 00:00:00,700000.0,TR1,1992-01-02
629,Hannes Van Der Bruggen,2025-06-30 00:00:00,750000.0,BE1,1993-04-01
630,Sam Johnstone,2027-06-30 00:00:00,12000000.0,GB1,1993-03-25
631,Mattia Perin,2025-06-30 00:00:00,3000000.0,IT1,1992-11-10
632,Mehdi Abeid,2025-06-30 00:00:00,1800000.0,TR1,1992-08-06
633,Nampalys Mendy,2025-06-30 00:00:00,3000000.0,FR1,1992-06-23
634,Yeni Ngbakoto,,500000.0,DK1,1992-01-23
635,Vladyslav Ogirya,2025-06-30 00:00:00,200000.0,UKR1,1990-04-03
636,Joël Veltman,2025-06-30 00:00:00,10000000.0,GB1,1992-01-15
637,Stefan de Vrij,2025-06-30 00:00:00,8000000.0,IT1,1992-02-05
638,Anthony Losilla,2025-06-30 00:00:00,500000.0,L1,1986-03-10
639,Philipp Max,2026-06-30 00:00:00,2000000.0,L1,1993-09-30
640,Lorenzo Tonelli,2024-06-30 00:00:00,200000.0,IT1,1990-01-17
641,Massimo Bruno,2025-06-30 00:00:00,500000.0,BE1,1993-09-17
642,Benjamin Siegrist,2026-05-31 00:00:00,600000.0,SC1,1992-01-31
643,Stevie May,2025-05-31 00:00:00,350000.0,SC1,1992-11-03
644,Frédéric Veseli,2025-06-30 00:00:00,300000.0,TR1,1992-11-20
645,Granit Xhaka,2028-06-30 00:00:00,20000000.0,L1,1992-09-27
646,Ryan Mendes,2025-06-30 00:00:00,900000.0,TR1,1990-01-08
647,Erik Lamela,2024-06-30 00:00:00,5000000.0,ES1,1992-03-04
648,Neto,2026-06-30 00:00:00,2500000.0,GB1,1989-07-19
649,Jack Hamilton,2024-05-31 00:00:00,225000.0,SC1,1994-03-22
650,Emiliano Martínez,2027-06-30 00:00:00,28000000.0,GB1,1992-09-02
651,Suso,2025-06-30 00:00:00,5000000.0,ES1,1993-11-19
652,Bruno Martins Indi,2025-06-30 00:00:00,2000000.0,NL1,1992-02-08
653,Rodrigo Erramuspe,2025-06-30 00:00:00,400000.0,GR1,1990-05-03
654,Roberto Pereyra,2024-06-30 00:00:00,3000000.0,IT1,1991-01-07
655,Vyacheslav Ryabov,2024-06-30 00:00:00,150000.0,UKR1,1989-06-21
656,Sérgio Oliveira,2026-06-30 00:00:00,5000000.0,TR1,1992-06-02
657,Marcos Alonso,2024-06-30 00:00:00,3000000.0,ES1,1990-12-28
658,Dimitrios Kolovetsios,2025-06-30 00:00:00,450000.0,TR1,1991-10-16
659,Benito Raman,2026-06-30 00:00:00,1500000.0,TR1,1994-11-07
660,Mark Uth,2025-06-30 00:00:00,1500000.0,L1,1991-08-24
661,Jakub Brabec,2026-06-30 00:00:00,2000000.0,GR1,1992-08-06
662,Cédric Soares,2024-06-30 00:00:00,2000000.0,GB1,1991-08-31
663,Zé Manuel,2024-06-30 00:00:00,100000.0,PO1,1990-10-23
664,Rubén Pérez,2025-06-30 00:00:00,800000.0,GR1,1989-04-26
665,Leandro Kappel,2024-06-30 00:00:00,150000.0,TR1,1989-11-14
666,Germán Pezzella,2026-06-30 00:00:00,5000000.0,ES1,1991-06-27
667,Georgiy Zotov,2024-06-30 00:00:00,250000.0,RU1,1990-01-12
668,Rémy Cabella,2025-06-30 00:00:00,4000000.0,FR1,1990-03-08
669,Gudmundur Thórarinsson,2024-06-30 00:00:00,400000.0,GR1,1992-04-15
670,Günay Güvenç,2026-06-30 00:00:00,1000000.0,TR1,1991-06-25
671,Juanpe,2024-06-30 00:00:00,1200000.0,ES1,1991-04-30
672,Koray Günter,2024-06-30 00:00:00,1200000.0,TR1,1994-08-16
673,Marius Bülter,2026-06-30 00:00:00,3000000.0,L1,1993-03-29
674,Hobie Verhulst,2025-06-30 00:00:00,500000.0,NL1,1993-04-02
675,Viktor Claesson,2026-06-30 00:00:00,5000000.0,DK1,1992-01-02
676,Loret Sadiku,2026-06-30 00:00:00,500000.0,TR1,1991-07-28
677,Marcus Bettinelli,2026-06-30 00:00:00,1000000.0,GB1,1992-05-24
678,Kevin Behrens,,4000000.0,L1,1991-02-03
679,Marnon Busch,2027-06-30 00:00:00,1500000.0,L1,1994-12-08
680,Roman Mysak,2024-06-30 00:00:00,100000.0,UKR1,1991-09-09
681,Maximilian Arnold,2026-06-30 00:00:00,10000000.0,L1,1994-05-27
682,Liam Boyce,2025-05-31 00:00:00,450000.0,SC1,1991-04-08
683,Jordan Ferri,2026-06-30 00:00:00,5000000.0,FR1,1992-03-12
684,Rachid Ghezzal,2024-06-30 00:00:00,3000000.0,TR1,1992-05-09
685,Nikolaos Vergos,2025-06-30 00:00:00,450000.0,GR1,1996-01-13
686,Mehdi Zeffane,2024-06-30 00:00:00,600000.0,FR1,1992-05-19
687,Jean Barrientos,2024-06-30 00:00:00,300000.0,GR1,1990-09-16
688,Michael Keane,2025-06-30 00:00:00,7000000.0,GB1,1993-01-11
689,Leonardo Spinazzola,2024-06-30 00:00:00,7500000.0,IT1,1993-03-25
